application_id,member_id,joined_on,member_status,solde,opened_on,account_status,requested_amount,term_months,purpose,product_id,plafond_produit,seuil_caution,exceptionnel,tax_status,esg_exclusion,has_external_credits,external_proofs_ok,applied_at,ca,cmv,operating_costs,financial_income,personal_income,family_cost,existing_debt_service,fonds_propres,total_debt,total_assets,current_assets,current_liabilities,stock_moyen,resultat_net,preuve_revenu,preuve_charge,saisonnier,dependance,concurrence,valeur_garanties,has_snap,epargne_3m,epargne_6m,nb_mvt_90j,nb_solde_ok,nb_solde,nb_impaye,max_jours_past,max_jours_out,nb_grave,ext_epargne_6m,ext_mvt_90j,bic_incidents,signaux_pat,label_defaut,label_par30_futur
1173,1304,2021-02-06,actif,986171,2021-02-06,actif,923170,12,Fonds VOL-0001292,1,3000000,2000000,False,en_regle,False,False,False,2026-09-14 13:04:35.241438+00:00,4982772,2591041,697588,2000,132000,62000,12000,996554,398621,2242247,896898,498277,388656,398621,N2,N2,False,False,5,0.0,1,114117,140357,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,1305,2020-07-27,actif,1221451,2020-07-27,actif,931090,12,Fonds VOL-0001293,1,3000000,2000000,False,a_verifier,False,True,True,2026-09-14 13:04:35.241438+00:00,4990963,2645210,748644,3000,133000,63000,13000,998192,399277,2245933,898373,499096,396781,399277,N2,N1,False,False,6,0.0,1,36965,89582,0,1,1,0,0,0,0,90436,0,0,0,0,0
1175,1306,2020-08-16,actif,1080827,2020-08-16,actif,939010,12,Fonds VOL-0001294,1,3000000,2000000,False,non_fourni,False,False,False,2026-09-14 13:04:35.241438+00:00,4999154,2699543,799864,4000,134000,64000,14000,999830,399932,2249619,899847,499915,404931,399932,N3,N2,False,False,7,0.0,1,59496,73641,0,1,1,0,0,0,0,0,0,0,0,0,0
1176,1307,2021-05-24,actif,1185323,2021-05-24,actif,946930,10,Fonds VOL-0001295,1,3000000,2000000,False,en_regle,False,False,False,2026-09-14 13:04:35.241438+00:00,5007345,2754039,851248,5000,135000,65000,15000,1001469,400587,2253305,901322,500734,413105,400587,N3,N1,False,False,8,0.0,1,116099,142339,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,1308,2020-02-04,actif,1200713,2020-02-04,actif,954850,10,Fonds VOL-0001296,1,3000000,2000000,False,a_verifier,False,False,False,2026-09-14 13:04:35.241438+00:00,5015536,2808700,902796,6000,136000,66000,16000,1003107,401242,2256991,902796,501553,421305,401242,N1,N2,False,True,1,0.0,1,94742,114651,0,1,2,0,16,0,0,0,0,0,0,0,0
1178,1309,2021-10-07,actif,971463,2021-10-07,actif,962770,12,Fonds VOL-0001297,1,3000000,2000000,False,en_regle,False,True,True,2026-09-14 13:04:35.241438+00:00,5023727,2863524,954508,7000,137000,67000,17000,1004745,401898,2260677,904270,502372,429528,401898,N1,N1,False,False,2,0.0,1,80379,69952,0,1,1,0,0,0,0,94293,0,0,0,0,0
1179,1310,2023-06-22,actif,1075314,2023-06-22,actif,970690,8,Fonds VOL-0001298,1,3000000,2000000,False,en_regle,False,False,False,2026-09-14 13:04:35.241438+00:00,5031918,2918512,1006383,8000,138000,68000,18000,1006383,402553,2264363,905745,503191,437776,402553,N1,N1,False,False,3,0.0,1,91156,110581,0,1,1,0,0,0,0,0,0,0,0,0,0
1180,1311,2021-07-12,actif,1137410,2021-07-12,actif,978610,10,Fonds VOL-0001299,1,3000000,2000000,False,non_fourni,False,False,False,2026-09-14 13:04:35.241438+00:00,5040109,2973664,1058422,9000,139000,69000,19000,1008021,403208,2268049,907219,504010,446049,403208,N1,N1,False,False,4,0.0,1,95526,85099,0,0,0,0,0,0,0,0,0,0,0,0,0
1181,1312,2026-07-05,actif,28977,2026-07-05,actif,986530,8,Fonds VOL-0001300,1,3000000,2000000,False,en_regle,False,True,True,2026-09-14 13:04:35.241438+00:00,5048300,2019320,605796,10000,140000,70000,20000,1009660,403864,2271735,908694,504830,302898,403864,N1,N2,False,False,5,0.0,1,83282,80155,6,0,0,0,0,0,0,97205,33,0,0,0,0
1182,1317,2026-07-27,actif,28729,2026-07-27,actif,994454,10,Fonds VOL-0001305,1,3000000,2000000,False,non_fourni,False,True,True,2026-09-14 13:04:35.241438+00:00,5089255,2290164,661603,15000,145000,71000,25000,1017851,407140,2290164,916065,508925,343524,407140,N2,N2,False,True,2,0.0,1,28729,28729,0,1,1,0,0,0,0,74239,24,0,0,0,0
1183,1324,2023-05-26,actif,1037044,2023-05-26,actif,1002380,8,Fonds VOL-0001312,1,3000000,2000000,False,a_verifier,False,False,False,2026-09-14 13:04:35.241438+00:00,5146592,2676227,720522,22000,152000,72000,32000,1029318,411727,2315966,926386,514659,401434,411727,N1,N1,False,False,1,0.0,1,83432,109672,0,0,0,0,0,0,1,0,0,0,0,0,0
1184,1325,2022-02-07,actif,1052512,2022-02-07,actif,1010300,8,Fonds VOL-0001313,1,3000000,2000000,False,en_regle,False,True,True,2026-09-14 13:04:35.241438+00:00,5154783,2732034,773217,23000,153000,73000,33000,1030956,412382,2319652,927860,515478,409805,412382,N2,N1,False,False,2,0.0,1,70267,96507,0,1,2,1,40,40,1,49631,0,1,0,1,1
1185,1326,2024-01-28,actif,1077008,2024-01-28,actif,1018220,8,Fonds VOL-0001314,1,3000000,2000000,False,en_regle,False,False,False,2026-09-14 13:04:35.241438+00:00,5162974,2788005,826075,24000,154000,74000,34000,1032594,413037,2323338,929335,516297,418200,413037,N3,N1,False,True,3,0.0,1,141438,94345,0,0,0,1,24,24,1,0,0,0,0,1,0
1186,1327,2022-04-21,actif,1078429,2022-04-21,actif,1026140,10,Fonds VOL-0001315,1,3000000,2000000,False,en_regle,False,False,False,2026-09-14 13:04:35.241438+00:00,5171165,2844140,879098,25000,155000,75000,35000,1034233,413693,2327024,930809,517116,426621,413693,N1,N2,False,False,4,0.0,1,54479,80719,0,0,0,0,0,0,1,0,0,0,0,0,0
1187,1328,2022-09-08,actif,1132039,2022-09-08,actif,1034060,8,Fonds VOL-0001316,1,3000000,2000000,False,a_verifier,False,False,False,2026-09-14 13:04:35.241438+00:00,5179356,2900439,932284,26000,156000,76000,36000,1035871,414348,2330710,932284,517935,435065,414348,N1,N1,False,False,5,0.0,1,72940,99180,0,0,0,1,40,40,1,0,0,0,0,1,1
1188,1329,2022-08-06,actif,1090825,2022-08-06,actif,1041980,10,Fonds VOL-0001317,1,3000000,2000000,False,en_regle,False,True,True,2026-09-14 13:04:35.241438+00:00,5187547,2956901,985633,27000,157000,77000,37000,1037509,415003,2334396,933758,518754,443535,415003,N3,N1,False,False,6,0.0,1,112946,102519,0,1,1,0,0,0,1,70757,0,1,0,0,0
1189,1330,2022-09-28,actif,1081362,2022-09-28,actif,1049900,10,Fonds VOL-0001318,1,3000000,2000000,False,en_regle,False,False,False,2026-09-14 13:04:35.241438+00:00,5195738,3013528,1039147,28000,158000,78000,38000,1039147,415659,2338082,935232,519573,452029,415659,N3,N1,False,False,7,0.0,1,53686,65961,0,0,1,1,32,32,1,0,0,0,0,1,1
1190,1331,2021-12-04,actif,1058218,2021-12-04,actif,1057820,12,Fonds VOL-0001319,1,3000000,2000000,False,en_regle,False,False,False,2026-09-14 13:04:35.241438+00:00,5203929,3070318,1092825,29000,159000,79000,39000,1040785,416314,2341768,936707,520392,460547,416314,N1,N1,False,False,8,0.0,1,139326,128899,0,0,0,0,0,0,1,0,0,0,0,0,0
1191,1332,2022-02-04,actif,1097909,2022-02-04,actif,1065740,8,Intrants VOL-0001320,2,2500000,2000000,False,en_regle,False,True,True,2026-09-14 13:04:35.241438+00:00,5212120,2084848,625454,0,160000,80000,0,1042424,416969,2345454,938181,521212,312727,416969,N3,N2,True,False,1,0.0,1,63139,89379,0,0,1,0,16,0,0,156127,0,0,0,0,0
1192,1333,2024-02-03,actif,1061214,2024-02-03,actif,1073660,8,Intrants VOL-0001321,2,2500000,2000000,False,en_regle,False,False,False,2026-09-14 13:04:35.241438+00:00,5220311,2140327,678640,1000,161000,81000,1000,1044062,417624,2349139,939655,522031,321049,417624,N1,N2,True,False,2,0.0,1,165015,154588,0,1,1,0,0,0,0,0,0,0,0,0,0
1193,1334,2024-12-18,actif,1106077,2024-12-18,actif,1081580,12,Intrants VOL-0001322,2,2500000,2000000,False,en_regle,False,False,False,2026-09-14 13:04:35.241438+00:00,5228502,2195970,731990,2000,162000,82000,2000,1045700,418280,2352825,941130,522850,329395,418280,N2,N1,True,False,3,0.0,1,57893,84133,0,1,2,0,8,0,0,0,0,0,0,0,0
1194,1335,2021-07-14,actif,1098933,2021-07-14,actif,1089500,10,Intrants VOL-0001323,2,2500000,2000000,False,en_regle,False,True,True,2026-09-14 13:04:35.241438+00:00,5236693,2251777,785503,3000,163000,83000,3000,1047338,418935,2356511,942604,523669,337766,418935,N2,N1,True,True,4,0.0,1,107980,134220,0,1,1,0,0,0,0,126166,0,0,0,0,0
1195,1336,2023-04-11,actif,1012551,2023-04-11,actif,1097420,10,Intrants VOL-0001324,2,2500000,2000000,False,non_fourni,False,False,False,2026-09-14 13:04:35.241438+00:00,5244884,2307748,839181,4000,164000,84000,4000,1048976,419590,2360197,944079,524488,346162,419590,N2,N2,True,False,5,0.0,1,115899,142139,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,1337,2024-12-16,actif,1141967,2024-12-16,actif,1105340,10,Intrants VOL-0001325,2,2500000,2000000,False,en_regle,False,False,False,2026-09-14 13:04:35.241438+00:00,5253075,2363883,893022,5000,165000,85000,5000,1050615,420246,2363883,945553,525307,354582,420246,N2,N2,True,False,6,0.0,1,81420,70993,0,0,0,0,0,0,0,0,0,0,0,0,0
1197,1338,2022-01-21,actif,1072927,2022-01-21,actif,1113260,12,Intrants VOL-0001326,2,2500000,2000000,False,non_fourni,False,False,False,2026-09-14 13:04:35.241438+00:00,5261266,2420182,947027,6000,166000,86000,6000,1052253,420901,2367569,947027,526126,363027,420901,N2,N2,True,False,7,0.0,1,142279,95186,0,0,0,0,0,0,0,0,0,0,0,0,0
1198,1339,2022-08-22,actif,1085008,2022-08-22,actif,1121180,12,Intrants VOL-0001327,2,2500000,2000000,False,en_regle,False,True,True,2026-09-14 13:04:35.241438+00:00,5269457,2476644,1001196,7000,167000,87000,7000,1053891,421556,2371255,948502,526945,371496,421556,N2,N2,True,False,8,0.0,1,55320,81560,0,2,3,0,8,0,0,85747,0,0,0,0,0
1199,1340,2023-12-31,actif,1120040,2023-12-31,actif,1129100,8,Intrants VOL-0001328,2,2500000,2000000,False,non_fourni,False,False,False,2026-09-14 13:04:35.241438+00:00,5277648,2533271,1055529,8000,168000,88000,8000,1055529,422211,2374941,949976,527764,379990,422211,N3,N1,True,False,1,0.0,1,115949,109414,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,1341,2022-05-23,actif,1029038,2022-05-23,actif,1137020,8,Intrants VOL-0001329,2,2500000,2000000,False,non_fourni,False,False,False,2026-09-14 13:04:35.241438+00:00,5285839,2590061,1110026,9000,169000,89000,9000,1057167,422867,2378627,951451,528583,388509,422867,N3,N1,True,False,2,0.0,1,113096,102669,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,1342,2018-02-12,actif,2164675,2018-02-12,actif,1144940,8,Fonds VOL-0001330,1,3000000,2000000,False,non_fourni,False,True,True,2026-09-14 13:04:35.241438+00:00,5294030,2647015,635283,10000,170000,20000,10000,1058806,423522,2382313,952925,529403,397052,423522,N3,N2,False,False,3,0.0,1,148725,101632,0,1,1,0,0,0,0,77944,0,0,0,0,0
1202,1343,2018-08-24,actif,2144600,2018-08-24,actif,1152860,12,Fonds VOL-0001331,1,3000000,2000000,False,non_fourni,False,False,False,2026-09-14 13:04:35.241438+00:00,5302221,2704132,689288,11000,171000,21000,11000,1060444,424177,2385999,954399,530222,405619,424177,N2,N1,False,False,4,0.0,1,157105,146678,0,2,2,0,0,0,0,0,0,0,0,0,0
1203,1344,2018-05-30,actif,1459941,2018-05-30,actif,1160780,12,Fonds VOL-0001332,1,3000000,2000000,False,en_regle,False,False,False,2026-09-14 13:04:35.241438+00:00,5310412,2761414,743457,12000,172000,22000,12000,1062082,424832,2389685,955874,531041,414212,424832,N2,N2,False,True,5,0.0,1,136392,125965,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,1345,2017-04-20,actif,2064070,2017-04-20,actif,1168700,8,Fonds VOL-0001333,1,3000000,2000000,False,non_fourni,False,True,True,2026-09-14 13:04:35.241438+00:00,5318603,2818859,797790,13000,173000,23000,13000,1063720,425488,2393371,957348,531860,422828,425488,N2,N1,False,False,6,0.0,1,47360,50816,0,3,3,0,0,0,0,101405,0,0,0,0,0
1205,1346,2016-04-01,actif,1484133,2016-04-01,actif,1176620,10,Fonds VOL-0001334,1,3000000,2000000,False,a_verifier,False,False,False,2026-09-14 13:04:35.241438+00:00,5326794,2876468,852287,14000,174000,24000,14000,1065358,426143,2397057,958822,532679,431470,426143,N1,N1,False,False,7,0.0,1,162542,152115,0,1,1,0,0,0,0,0,0,0,0,0,0
1206,1347,2017-11-13,actif,1566865,2017-11-13,actif,1184540,8,Fonds VOL-0001335,1,3000000,2000000,False,a_verifier,False,False,False,2026-09-14 13:04:35.241438+00:00,5334985,2934241,906947,15000,175000,25000,15000,1066997,426798,2400743,960297,533498,440136,426798,N1,N1,False,False,8,0.0,1,107209,96782,0,0,0,0,0,0,0,0,0,0,0,0,0
1207,1348,2018-02-01,actif,2379364,2018-02-01,actif,1192460,8,Fonds VOL-0001336,1,3000000,2000000,False,en_regle,False,False,False,2026-09-14 13:04:35.241438+00:00,5343176,2992178,961771,16000,176000,26000,16000,1068635,427454,2404429,961771,534317,448826,427454,N2,N2,False,False,1,0.0,1,143299,132872,0,1,1,0,0,0,0,0,0,0,0,0,0
1208,1349,2016-02-03,actif,1607283,2016-02-03,actif,1200380,8,Fonds VOL-0001337,1,3000000,2000000,False,en_regle,False,True,True,2026-09-14 13:04:35.241438+00:00,5351367,3050279,1016759,17000,177000,27000,17000,1070273,428109,2408115,963246,535136,457541,428109,N1,N1,False,False,2,0.0,1,46165,53095,0,2,2,0,0,0,0,81292,0,0,0,0,0
1209,1350,2018-10-04,actif,1489867,2018-10-04,actif,1208300,8,Fonds VOL-0001338,1,3000000,2000000,False,en_regle,False,False,False,2026-09-14 13:04:35.241438+00:00,5359558,3108543,1071911,18000,178000,28000,18000,1071911,428764,2411801,964720,535955,466281,428764,N3,N1,False,False,3,0.0,1,68635,94875,0,1,1,0,0,0,0,0,0,0,0,0,0
1210,1351,2020-07-15,actif,1782507,2020-07-15,actif,1216220,12,Fonds VOL-0001339,1,3000000,2000000,False,a_verifier,False,False,False,2026-09-14 13:04:35.241438+00:00,5367749,3166971,1127227,19000,179000,29000,19000,1073549,429419,2415487,966194,536774,475045,429419,N2,N2,False,False,4,0.0,1,96026,61145,0,0,0,0,0,0,0,0,0,0,0,0,0
1211,1352,2018-09-17,actif,2304929,2018-09-17,actif,1224140,10,Fonds VOL-0001340,1,3000000,2000000,False,non_fourni,False,True,True,2026-09-14 13:04:35.241438+00:00,5375940,2150376,645112,20000,180000,30000,20000,1075188,430075,2419173,967669,537594,322556,430075,N3,N1,False,False,5,0.0,1,80788,67425,4,1,1,0,0,0,0,107271,0,0,0,0,0
1212,1353,2019-05-08,actif,2436443,2019-05-08,actif,1232060,12,Fonds VOL-0001341,1,3000000,2000000,False,en_regle,False,False,False,2026-09-14 13:04:35.241438+00:00,5384131,2207493,699937,21000,181000,31000,21000,1076826,430730,2422858,969143,538413,331123,430730,N2,N1,False,True,6,0.0,1,151268,140841,29,2,2,0,0,0,0,0,0,0,0,0,0
1213,1354,2021-01-08,actif,366690,2021-01-08,actif,1239980,8,Fonds VOL-0001342,1,3000000,2000000,False,a_verifier,False,False,False,2026-09-14 13:04:35.241438+00:00,5392322,2264775,754925,22000,182000,32000,22000,1078464,431385,2426544,970617,539232,339716,431385,N3,N1,False,False,7,0.0,1,152791,142364,0,2,2,0,0,0,0,0,0,0,0,0,0
1214,1355,2015-10-11,actif,720339,2015-10-11,actif,1247900,8,Fonds VOL-0001343,1,3000000,2000000,False,en_regle,False,True,True,2026-09-14 13:04:35.241438+00:00,5400513,2322220,810076,23000,183000,33000,23000,1080102,432041,2430230,972092,540051,348333,432041,N3,N1,False,False,8,0.0,1,54138,80378,0,2,2,0,0,0,0,134077,0,0,0,0,0
1215,1356,2016-02-25,actif,701804,2016-02-25,actif,1255820,8,Fonds VOL-0001344,1,3000000,2000000,False,non_fourni,False,False,False,2026-09-14 13:04:35.241438+00:00,5408704,2379829,865392,24000,184000,34000,24000,1081740,432696,2433916,973566,540870,356974,432696,N1,N2,False,False,1,0.0,1,84059,104684,0,0,0,0,0,0,0,0,0,0,0,0,0
1216,1357,2020-01-11,actif,913966,2020-01-11,actif,1263740,8,Fonds VOL-0001345,1,3000000,2000000,False,en_regle,False,False,False,2026-09-14 13:04:35.241438+00:00,5416895,2437602,920872,25000,185000,35000,25000,1083379,433351,2437602,975041,541689,365640,433351,N3,N1,False,False,2,0.0,1,132307,121880,0,2,2,0,0,0,0,0,0,0,0,0,0
1217,1358,2016-06-25,actif,987810,2016-06-25,actif,1271660,12,Fonds VOL-0001346,1,3000000,2000000,False,en_regle,False,False,False,2026-09-14 13:04:35.241438+00:00,5425086,2495539,976515,26000,186000,36000,26000,1085017,434006,2441288,976515,542508,374330,434006,N1,N1,False,False,3,0.0,1,49575,79087,0,1,1,0,0,0,0,0,0,0,0,0,0
1218,1359,2016-11-23,actif,638387,2016-11-23,actif,1279580,12,Fonds VOL-0001347,1,3000000,2000000,False,non_fourni,False,True,True,2026-09-14 13:04:35.241438+00:00,5433277,2553640,1032322,27000,187000,37000,27000,1086655,434662,2444974,977989,543327,383046,434662,N2,N2,False,False,4,0.0,1,117901,107474,0,3,3,0,0,0,0,119005,0,0,0,0,0
1219,1360,2021-01-30,actif,516720,2021-01-30,actif,1287500,8,Fonds VOL-0001348,1,3000000,2000000,False,en_regle,False,False,False,2026-09-14 13:04:35.241438+00:00,5441468,2611904,1088293,28000,188000,38000,28000,1088293,435317,2448660,979464,544146,391785,435317,N2,N2,False,False,5,0.0,1,105427,95000,0,0,0,0,0,0,0,0,0,0,0,0,0
1220,1361,2020-11-14,actif,726774,2020-11-14,actif,1295420,12,Fonds VOL-0001349,1,3000000,2000000,False,a_verifier,False,False,False,2026-09-14 13:04:35.241438+00:00,5449659,2670332,1144428,29000,189000,39000,29000,1089931,435972,2452346,980938,544965,400549,435972,N3,N1,False,False,6,0.0,1,47666,74889,0,1,1,0,0,0,0,0,0,0,0,0,0
1221,1362,2020-05-02,actif,1000133,2020-05-02,actif,1303340,8,Fonds VOL-0001350,1,3000000,2000000,False,en_regle,False,True,True,2026-09-14 13:04:35.241438+00:00,5457850,2728925,654942,0,190000,40000,30000,1091570,436628,2456032,982413,545785,409338,436628,N1,N2,False,True,7,0.0,1,45628,71868,4,1,1,0,0,0,0,105202,0,0,0,0,0
1222,1363,2019-05-20,actif,1383073,2019-05-20,actif,1311260,12,Fonds VOL-0001351,1,3000000,2000000,False,non_fourni,False,False,False,2026-09-14 13:04:35.241438+00:00,5466041,2787680,710585,1000,191000,41000,31000,1093208,437283,2459718,983887,546604,418152,437283,N2,N1,False,False,8,0.0,1,11013,57829,27,0,0,0,0,0,0,0,0,0,0,0,0
1223,1364,2020-08-10,actif,773015,2020-08-10,actif,1319180,8,Fonds VOL-0001352,1,3000000,2000000,False,en_regle,False,False,False,2026-09-14 13:04:35.241438+00:00,5474232,2846600,766392,2000,192000,42000,32000,1094846,437938,2463404,985361,547423,426990,437938,N2,N1,False,False,1,0.0,1,177889,130795,0,1,1,0,0,0,0,0,0,0,0,0,0
1224,1365,2016-08-12,actif,1246316,2016-08-12,actif,1327100,8,Fonds VOL-0001353,1,3000000,2000000,False,non_fourni,False,True,True,2026-09-14 13:04:35.241438+00:00,5482423,2905684,822363,3000,193000,43000,33000,1096484,438593,2467090,986836,548242,435852,438593,N3,N2,False,False,2,0.0,1,131716,121289,0,2,2,0,0,0,0,67480,0,0,0,0,0
1225,1366,2019-07-15,actif,1381409,2019-07-15,actif,1335020,10,Fonds VOL-0001354,1,3000000,2000000,False,non_fourni,False,False,False,2026-09-14 13:04:35.241438+00:00,5490614,2964931,878498,4000,194000,44000,34000,1098122,439249,2470776,988310,549061,444739,439249,N2,N2,False,False,3,0.0,1,86234,75807,0,2,2,0,0,0,0,0,0,0,0,0,0
1226,1367,2016-10-14,actif,1199836,2016-10-14,actif,1342940,12,Fonds VOL-0001355,1,3000000,2000000,False,non_fourni,False,False,False,2026-09-14 13:04:35.241438+00:00,5498805,3024342,934796,5000,195000,45000,35000,1099761,439904,2474462,989784,549880,453651,439904,N2,N2,False,False,4,0.0,1,116158,142398,0,2,2,0,0,0,0,0,0,0,0,0,0
1227,1368,2015-11-28,actif,1490469,2015-11-28,actif,1350860,10,Fonds VOL-0001356,1,3000000,2000000,False,a_verifier,False,False,False,2026-09-14 13:04:35.241438+00:00,5506996,3083917,991259,6000,196000,46000,36000,1101399,440559,2478148,991259,550699,462587,440559,N3,N1,False,False,5,0.0,1,68807,85554,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,1369,2018-06-01,actif,1018472,2018-06-01,actif,1358780,12,Fonds VOL-0001357,1,3000000,2000000,False,en_regle,False,True,True,2026-09-14 13:04:35.241438+00:00,5515187,3143656,1047885,7000,197000,47000,37000,1103037,441214,2481834,992733,551518,471548,441214,N3,N1,False,False,6,0.0,1,44860,52222,0,1,1,0,0,0,0,67522,0,0,0,0,0
1229,1370,2017-12-29,actif,675351,2017-12-29,actif,1366700,8,Fonds VOL-0001358,1,3000000,2000000,False,en_regle,False,False,False,2026-09-14 13:04:35.241438+00:00,5523378,3203559,1104675,8000,198000,48000,38000,1104675,441870,2485520,994208,552337,480533,441870,N1,N2,False,False,7,0.0,1,79427,97264,0,1,1,0,0,0,0,0,0,0,0,0,0
1230,1371,2017-04-29,actif,979619,2017-04-29,actif,1374620,12,Fonds VOL-0001359,1,3000000,2000000,False,non_fourni,False,False,False,2026-09-14 13:04:35.241438+00:00,5531569,3263625,1161629,9000,199000,49000,39000,1106313,442525,2489206,995682,553156,489543,442525,N3,N1,False,True,8,0.0,1,64880,91120,0,1,1,0,0,0,0,0,0,0,0,0,0
1231,1372,2018-05-25,actif,1497074,2018-05-25,actif,1382540,8,Fonds VOL-0001360,1,3000000,2000000,False,en_regle,False,True,True,2026-09-14 13:04:35.241438+00:00,5539760,2215904,664771,10000,200000,50000,0,1107952,443180,2492892,997156,553976,332385,443180,N2,N2,False,False,1,0.0,1,133978,123551,2,0,0,0,0,0,0,126613,0,0,0,0,0
1232,1373,2017-12-01,actif,775728,2017-12-01,actif,1390460,12,Fonds VOL-0001361,1,3000000,2000000,False,a_verifier,False,False,False,2026-09-14 13:04:35.241438+00:00,5547951,2274659,721233,11000,201000,51000,1000,1109590,443836,2496577,998631,554795,341198,443836,N2,N2,False,False,2,0.0,1,111022,80748,0,0,0,0,0,0,0,0,0,0,0,0,0
1233,1374,2020-12-05,actif,901973,2020-12-05,actif,1398380,12,Fonds VOL-0001362,1,3000000,2000000,False,en_regle,False,False,False,2026-09-14 13:04:35.241438+00:00,5556142,2333579,777859,12000,202000,52000,2000,1111228,444491,2500263,1000105,555614,350036,444491,N1,N2,False,False,3,0.0,1,78786,105026,0,2,2,0,0,0,0,0,0,0,0,0,0
1234,1375,2016-09-08,actif,1148307,2016-09-08,actif,1406300,12,Fonds VOL-0001363,1,3000000,2000000,False,a_verifier,False,True,True,2026-09-14 13:04:35.241438+00:00,5564333,2392663,834649,13000,203000,53000,3000,1112866,445146,2503949,1001579,556433,358899,445146,N3,N2,False,False,4,0.0,1,179971,132877,0,3,3,0,0,0,0,151522,0,0,0,0,0
1235,1376,2017-03-30,actif,771549,2017-03-30,actif,1414220,10,Fonds VOL-0001364,1,3000000,2000000,False,a_verifier,False,False,False,2026-09-14 13:04:35.241438+00:00,5572524,2451910,891603,14000,204000,54000,4000,1114504,445801,2507635,1003054,557252,367786,445801,N1,N2,False,False,5,0.0,1,42986,53337,0,0,0,0,0,0,0,0,0,0,0,0,0
1236,1377,2016-01-25,actif,443970,2016-01-25,actif,1422140,8,Fonds VOL-0001365,1,3000000,2000000,False,a_verifier,False,False,False,2026-09-14 13:04:35.241438+00:00,5580715,2511321,948721,15000,205000,55000,5000,1116143,446457,2511321,1004528,558071,376698,446457,N1,N1,False,False,6,0.0,1,136012,114192,0,1,1,0,0,0,0,0,0,0,0,0,0
1237,1378,2018-10-14,actif,966133,2018-10-14,actif,1430060,10,Fonds VOL-0001366,1,3000000,2000000,False,en_regle,False,False,False,2026-09-14 13:04:35.241438+00:00,5588906,2570896,1006003,16000,206000,56000,6000,1117781,447112,2515007,1006003,558890,385634,447112,N2,N1,False,False,7,0.0,1,99690,89263,0,2,2,0,0,0,0,0,0,0,0,0,0
1238,1379,2018-09-22,actif,1477116,2018-09-22,actif,1437980,8,Fonds VOL-0001367,1,3000000,2000000,False,non_fourni,False,True,True,2026-09-14 13:04:35.241438+00:00,5597097,2630635,1063448,17000,207000,57000,7000,1119419,447767,2518693,1007477,559709,394595,447767,N3,N2,False,False,8,0.0,1,136701,126274,0,2,2,0,0,0,0,145610,0,0,0,0,0
1239,1380,2019-12-12,actif,1267441,2019-12-12,actif,1445900,10,Fonds VOL-0001368,1,3000000,2000000,False,en_regle,False,False,False,2026-09-14 13:04:35.241438+00:00,5605288,2690538,1121057,18000,208000,58000,8000,1121057,448423,2522379,1008951,560528,403580,448423,N1,N2,False,True,1,0.0,1,145772,135345,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,1381,2015-11-16,actif,999164,2015-11-16,actif,1453820,10,Fonds VOL-0001369,1,3000000,2000000,False,non_fourni,False,False,False,2026-09-14 13:04:35.241438+00:00,5613479,2750604,1178830,19000,209000,59000,9000,1122695,449078,2526065,1010426,561347,412590,449078,N2,N1,False,False,2,0.0,1,60425,86665,0,0,0,0,0,0,0,0,0,0,0,0,0
1241,1382,2026-02-15,actif,390520,2026-02-15,actif,1461740,10,Fonds VOL-0001370,1,3000000,2000000,False,en_regle,False,True,True,2026-09-14 13:04:35.241438+00:00,5621670,2810835,674600,20000,210000,60000,10000,1124334,449733,2529751,1011900,562167,421625,449733,N2,N1,False,False,3,0.0,1,71108,97348,22,0,0,0,0,0,0,64397,28,0,0,0,0
1242,1383,2023-05-21,actif,338670,2023-05-21,actif,1469660,10,Fonds VOL-0001371,1,3000000,2000000,False,a_verifier,False,False,False,2026-09-14 13:04:35.241438+00:00,5629861,2871229,731881,21000,211000,61000,11000,1125972,450388,2533437,1013374,562986,430684,450388,N2,N2,False,False,4,0.0,1,121195,131248,0,0,0,0,0,0,0,0,0,0,0,0,0
1243,1384,2022-04-26,actif,303956,2022-04-26,actif,1477580,12,Fonds VOL-0001372,1,3000000,2000000,False,en_regle,False,False,False,2026-09-14 13:04:35.241438+00:00,5638052,2931787,789327,22000,212000,62000,12000,1127610,451044,2537123,1014849,563805,439768,451044,N1,N1,False,False,5,0.0,1,149968,139541,0,0,0,0,0,0,0,0,0,0,0,0,0
1244,1385,2024-04-04,actif,310240,2024-04-04,actif,1485500,10,Fonds VOL-0001373,1,3000000,2000000,False,non_fourni,False,True,True,2026-09-14 13:04:35.241438+00:00,5646243,2992508,846936,23000,213000,63000,13000,1129248,451699,2540809,1016323,564624,448876,451699,N1,N2,False,False,6,0.0,1,78527,86926,0,1,1,0,0,0,0,63111,0,0,0,0,0
